name,country_code,subdivision,unlocode,location,asciiname,coordinates,latitude,longitude,timezone,modification date
Andorra la Vella,AD,,ADALV,ALV,Andorra la Vella,4230N 00131E,42.5078,1.5211,Europe/Andorra,2020-03-03
Arandis,,,ADI,ADI,Arandis Airport,,-22.4622,14.9800,Africa/Windhoek,2020-10-25
Al Ain,AE,,AEAAN,AAN,Al Ain City,,24.1917,55.7606,Asia/Dubai,2019-05-29
Abu Dhabi,AE,AZ,AEAUH,AUH,Abu Dhabi,2428N 05422E,24.4512,54.3970,Asia/Dubai,2019-09-05
Al Dhafra,AE,,AEDHF,DHF,Al Dhafra Air Base,2414N 05432E,24.2484,54.5485,Asia/Dubai,2013-05-18
Dubai World Central Apt,AE,,AEDWC,DWC,Dubai World Central - Al Maktoum International Airport,2453N 05510E,24.8978,55.1591,Asia/Dubai,2014-04-15
Dubai,AE,DU,AEDXB,DXB,Dubai,2515N 05516E,25.0772,55.3093,Asia/Dubai,2019-08-28
Al Fujayrah,AE,FU,AEFJR,FJR,Al Fujairah City,2507N 05620E,25.1164,56.3414,Asia/Dubai,2019-05-29
Minhad,AE,,AENHD,NHD,Al Minhad Air Base,,25.0267,55.3695,Asia/Dubai,2013-06-16
Ras Al Khor,AE,DU,AERAK,RAK,Ras Al Khaimah City,2517N 05534E,25.7895,55.9432,Asia/Dubai,2019-09-09
Ras al Khaimah,AE,,AERKT,RKT,Ras Al Khaimah City,2547N 05557E,25.7895,55.9432,Asia/Dubai,2019-09-09
Sharjah,AE,SH,AESHJ,SHJ,Sharjah,2521N 05523E,25.3374,55.4121,Asia/Dubai,2019-09-05
Bamian,AF,,AFBIN,BIN,Bamiyan Airport,,34.8086,67.8182,Asia/Kabul,2018-02-17
Bost,AF,,AFBST,BST,Lashkar Gah,,31.5938,64.3716,Asia/Kabul,2020-06-09
Chaghcharan,AF,,AFCCN,CCN,Fayroz Koh,3431N 06515E,34.5195,65.2509,Asia/Kabul,2020-06-09
Darwaz,AF,,AFDAZ,DAZ,Darwaz Airport,,38.4611,70.8825,Asia/Kabul,2018-02-17
Farah,AF,,AFFAH,FAH,Farah,,32.3745,62.1164,Asia/Kabul,2018-02-17
Faizabad,AF,,AFFBD,FBD,Fayzabad,,37.1166,70.5800,Asia/Kabul,2018-02-17
Gardez,AF,,AFGRG,GRG,Gardez Old Airfield,,33.6283,69.2377,Asia/Kabul,2018-02-13
Ghazni,AF,,AFGZI,GZI,Ghazni,,33.5539,68.4210,Asia/Kabul,2018-02-17
Herat,AF,,AFHEA,HEA,Herat International Airport,,34.2111,62.2285,Asia/Kabul,2018-02-17
Jalalabad,AF,,AFJAA,JAA,Jalalabad,,34.4265,70.4515,Asia/Kabul,2020-06-09
Kabul,AF,,AFKBL,KBL,Kabul,,34.5281,69.1723,Asia/Kabul,2019-09-05
Kandahar,AF,,AFKDH,KDH,Ahmad Shah Baba International Airport,,31.5074,65.8504,Asia/Kabul,2020-07-28
Khost,AF,,AFKHT,KHT,Khost,,33.3395,69.9204,Asia/Kabul,2020-06-09
Kuran-O-Munjan,AF,,AFKUR,KUR,Kuran wa Munjan,,36.0287,70.7726,Asia/Kabul,2018-02-17
Khwahan,AF,,AFKWH,KWH,Deh Khwahan,,37.8897,70.2188,Asia/Kabul,2020-06-09
Qala Nau,AF,,AFLQN,LQN,Qala i Naw,,34.9873,63.1289,Asia/Kabul,2018-02-17
Maimana,AF,,AFMMZ,MMZ,Maymana,,35.9214,64.7836,Asia/Kabul,2018-02-17
Mazar-i-Sharif,AF,,AFMZR,MZR,Mazar-e Sharif,3642N 06706E,36.7090,67.1109,Asia/Kabul,2020-06-09
Sardeh Band,AF,,AFSBF,SBF,Sardeh Band,,33.2989,68.6311,Asia/Kabul,2018-02-17
Sheghnan,AF,,AFSGA,SGA,Shighnan District,,37.6167,71.4500,Asia/Kabul,2018-02-13
Tirinkot,AF,,AFTII,TII,Tarinkot,,32.6300,65.8781,Asia/Kabul,2018-02-13
Taluqan,AF,,AFTQN,TQN,Taloqan,,36.7360,69.5345,Asia/Kabul,2018-02-17
Kunduz,AF,,AFUND,UND,Kunduz,,36.7289,68.8570,Asia/Kabul,2019-02-26
Urgoon,AF,,AFURN,URN,Urgun,,32.9515,69.1828,Asia/Kabul,2018-02-17
Uruzgan,AF,,AFURZ,URZ,Uruzgan,,32.9020,66.6340,Asia/Kabul,2018-02-17
Zaranj,AF,,AFZAJ,ZAJ,Zaranj,,30.9596,61.8604,Asia/Kabul,2018-02-13
Antigua,AG,,AGANU,ANU,V. C. Bird International Airport,,17.1367,-61.7927,America/Antigua,2016-11-29
Barbuda,AG,,AGBBQ,BBQ,Barbuda Codrington Airport,,17.6361,-61.8263,America/Antigua,2013-06-30
Anguilla,AI,,AIAXA,AXA,Clayton J. Lloyd International Airport,,18.2048,-63.0551,America/Anguilla,2013-03-31
Ai-Ais,,,AIW,AIW,Ai-Ais,,-27.9167,17.4833,Africa/Windhoek,2012-01-17
Tirana,AL,,ALTIA,TIA,Tirana International Airport Nene Tereza,,41.4219,19.7130,Europe/Tirane,2018-03-20
Yerevan,AM,ER,AMEVN,EVN,Zvartnots International Airport,4011N 04431E,40.1525,44.4022,Asia/Yerevan,2013-05-11
Gyumri,AM,,AMLWN,LWN,Gyumri,4048N 04350E,40.7942,43.8453,Asia/Yerevan,2019-09-05
Andulo,AO,,AOANL,ANL,Andulo Airport,,-11.4725,16.7113,Africa/Luanda,2013-06-07
N'Zeto,AO,,AOARZ,ARZ,N'zeto,,-7.2312,12.8666,Africa/Luanda,2017-07-07
Ambriz,AO,,AOAZZ,AZZ,Ambriz Airport,,-7.8622,13.1161,Africa/Luanda,2011-03-17
Benguela,AO,,AOBUG,BUG,Monbaca Benguela,,-12.6090,13.4037,Africa/Luanda,2007-01-03
Cabinda,AO,,AOCAB,CAB,Cabinda Airport,,-5.5970,12.1883,Africa/Luanda,2011-03-28
Cazombo,AO,,AOCAV,CAV,Cazombo Airport,,-11.8931,22.9164,Africa/Luanda,2011-03-17
Catumbela,AO,,AOCBT,CBT,Catumbela Airport,,-12.4792,13.4869,Africa/Luanda,2016-10-25
Waku Kungo,AO,,AOCEO,CEO,Uacu Cungo,1121S 01507E,-11.3567,15.1172,Africa/Luanda,2015-04-24
Cafunfo,AO,,AOCFF,CFF,Cafunfo Airport,,-8.7836,17.9897,Africa/Luanda,2011-03-17
Cangamba,AO,,AOCNZ,CNZ,Cangamba,,-13.6833,19.8667,Africa/Luanda,2018-10-09
Cuito Cuanavale,AO,,AOCTI,CTI,Cuito Cuanavale Airport,,-15.1603,19.1561,Africa/Luanda,2011-03-17
Dirico,AO,,AODRC,DRC,Dirico Airport,,-17.9819,20.7681,Africa/Luanda,2011-03-17
Dundo,AO,,AODUE,DUE,Dundo,,-7.3664,20.8156,Africa/Luanda,2017-05-07
Lumbala,AO,,AOGGC,GGC,Lumbala Nguimbo,,-14.1016,21.4353,Africa/Luanda,2013-06-16
Negage,AO,,AOGXG,GXG,Mbanza Negage,,-7.7887,15.2721,Africa/Luanda,2012-01-17
Jamba,AO,,AOJMB,JMB,Ndjamba,,-14.6873,16.0342,Africa/Luanda,2012-01-17
Capanda,AO,,AOKNP,KNP,Capanda,,-9.7731,15.4486,Africa/Luanda,2012-05-05
Luanda,AO,,AOLAD,LAD,Luanda,,-8.8368,13.2343,Africa/Luanda,2019-09-05
Lukapa,AO,,AOLBZ,LBZ,Lucapa Airport,,-8.4415,20.7320,Africa/Luanda,2013-05-13
Luena,AO,,AOLUO,LUO,Luena Airport,,-11.7681,19.8977,Africa/Luanda,2011-02-17
Luzamba,AO,,AOLZM,LZM,Luzamba Airport,,-9.1159,18.0489,Africa/Luanda,2014-04-13
Malange,AO,,AOMEG,MEG,Malanje Airport,,-9.5251,16.3124,Africa/Luanda,2011-02-17
Namibe,AO,,AOMSZ,MSZ,Mocamedes,,-15.1961,12.1522,Africa/Luanda,2020-08-01
Sumbe,AO,,AONDD,NDD,Sumbe Airport,,-11.1679,13.8475,Africa/Luanda,2011-02-17
N'dalatando,AO,CNO,AONDF,NDF,N'dalatando,0918S 01455E,-9.2978,14.9116,Africa/Luanda,2017-05-07
Huambo,AO,,AONOV,NOV,Albano Machado Airport,,-12.8089,15.7606,Africa/Luanda,2013-05-12
Nzagi,AO,,AONZA,NZA,Nzagi Airport,,-7.7166,21.3583,Africa/Luanda,2012-04-01
Porto Amboim,AO,,AOPBN,PBN,Porto Amboim Airport,,-10.7220,13.7655,Africa/Luanda,2014-08-16
Chitato,AO,,AOPGI,PGI,Chitato Airport,,-7.3587,20.8050,Africa/Luanda,2013-05-09
Lubango,AO,,AOSDD,SDD,Lubango Airport,,-14.9247,13.5750,Africa/Luanda,2014-08-15
Menongue,AO,,AOSPP,SPP,Menongue Airport,,-14.6576,17.7198,Africa/Luanda,2011-02-17
M'banza Congo,AO,,AOSSY,SSY,Mbanza Kongo,,-6.2667,14.2383,Africa/Luanda,2020-07-08
Kuito,AO,,AOSVP,SVP,Bie Silva Porto,,-12.4046,16.9474,Africa/Luanda,2007-01-03
Soyo,AO,,AOSZA,SZA,Soio,,-6.1349,12.3689,Africa/Luanda,2018-01-15
Luau,AO,,AOUAL,UAL,Luau Airport,,-10.7158,22.2311,Africa/Luanda,2011-02-17
Uíge,AO,,AOUGO,UGO,Uige,0737S 01503E,-7.6087,15.0613,Africa/Luanda,2017-05-07
Saurimo,AO,,AOVHC,VHC,Saurimo Airport,,-9.6891,20.4319,Africa/Luanda,2011-02-17
Ongiva,AO,,AOVPE,VPE,Ondjiva,,-17.0667,15.7333,Africa/Luanda,2012-01-17
Xangongo,AO,,AOXGN,XGN,Xangongo,,-16.7500,14.9833,Africa/Luanda,2012-01-17
Teniente R. Marsh,AQ,,AQTNM,TNM,King George Island,6213S 05855W,-62.0000,-58.1000,Antarctica/Palmer,2017-07-02
Jorge Newbury Apt/Buenos Aires,AR,B,ARAEP,AEP,Jorge Newbery Airport,,-34.5592,-58.4156,America/Argentina/Buenos_Aires,2017-05-08
San Rafael,AR,M,ARAFA,AFA,San Rafael,,-34.6177,-68.3301,America/Argentina/Mendoza,2016-01-30
Paso de los Libres,AR,W,ARAOL,AOL,Paso de los Libres,,-29.7125,-57.0877,America/Argentina/Cordoba,2015-04-22
Zapala,AR,Q,ARAPZ,APZ,Zapala,,-38.8992,-70.0544,America/Argentina/Salta,2015-04-22
Alto Río Senguerr,AR,U,ARARR,ARR,Alto Rio Senguer,4502S 07050W,-45.0410,-70.8198,America/Argentina/Catamarca,2020-06-10
Bahía Blanca,AR,B,ARBHI,BHI,Comandante Espora Airport,3843S 06217W,-38.7287,-62.1530,America/Argentina/Buenos_Aires,2015-09-05
San Carlos de Bariloche,AR,R,ARBRC,BRC,Bariloche Aerodrome,4109S 07118W,-41.1512,-71.1575,America/Argentina/Salta,2015-04-22
Buenos Aires,AR,C,ARBUE,BUE,Buenos Aires,3435S 05840W,-34.6131,-58.3772,America/Argentina/Buenos_Aires,2019-09-05
Caballito,AR,B,ARCAB,CAB,Ciudad Autonoma de Buenos Aires,3437S 05827W,-34.6000,-58.4500,America/Argentina/Buenos_Aires,2019-03-14
Colonia Catriel,AR,R,ARCCT,CCT,Catriel,,-37.8791,-67.7956,America/Argentina/Salta,2016-03-06
Clorinda,AR,F,ARCLX,CLX,Clorinda,,-25.2848,-57.7185,America/Argentina/Cordoba,2016-01-30
Corrientes,AR,W,ARCNQ,CNQ,Corrientes,,-27.4678,-58.8344,America/Argentina/Cordoba,2019-09-05
Charata,AR,H,ARCNT,CNT,Charata,,-27.2144,-61.1880,America/Argentina/Cordoba,2016-01-30
Concordia,AR,E,ARCOC,COC,Concordia,,-31.3930,-58.0209,America/Argentina/Cordoba,2016-01-30
Córdoba,AR,X,ARCOR,COR,Cordoba,3124S 06411W,-31.4135,-64.1810,America/Argentina/Cordoba,2019-09-05
San Martín de los Andes,AR,Q,ARCPC,CPC,San Martin de los Andes,4010S 07121W,-40.1579,-71.3534,America/Argentina/Salta,2015-04-22
Carmen de Patagones,AR,B,ARCPG,CPG,Carmen de Patagones,,-40.7983,-62.9810,America/Argentina/Buenos_Aires,2016-01-30
Comodoro Rivadavia,AR,U,ARCRD,CRD,Comodoro Rivadavia,,-45.8641,-67.4966,America/Argentina/Rio_Gallegos,2019-09-09
Ceres,AR,S,ARCRR,CRR,Ceres,,-29.8810,-61.9450,America/Argentina/Cordoba,2020-04-05
Coronel Suarez,AR,B,ARCSZ,CSZ,Coronel Suarez,3728S 06155W,-37.4547,-61.9334,America/Argentina/Buenos_Aires,2016-03-06
Catamarca,AR,K,ARCTC,CTC,San Fernando del Valle de Catamarca,,-28.4696,-65.7852,America/Argentina/Catamarca,2016-01-30
Cutral-Có,AR,Q,ARCUT,CUT,Cutral-Co,3856S 06914W,-38.9342,-69.2305,America/Argentina/Salta,2015-12-09
Caviahue,AR,Q,ARCVH,CVH,Caviahue Airport,,-37.8514,-71.0092,America/Argentina/Salta,2016-01-30
Caleta Olivia,AR,Z,ARCVI,CVI,Caleta Olivia Airport,,-46.3722,-67.5855,America/Argentina/Rio_Gallegos,2016-01-30
Ensenada,AR,B,AREEA,EEA,Instituto Nacional de Tecnologia Agropecuaria Estacion Experimental Agropecuaria Delta del Parana,3452S 05753W,-34.1749,-58.8630,America/Argentina/Buenos_Aires,2016-06-22
El Bolsón,AR,R,AREHL,EHL,El Bolson,4158S 07131W,-41.9605,-71.5334,America/Argentina/Salta,2016-01-30
Eldorado,AR,N,ARELO,ELO,Eldorado,,-26.4048,-54.6248,America/Argentina/Cordoba,2015-04-22
El Maitén,AR,U,AREMX,EMX,El Maiten,4203S 07110W,-42.0492,-71.1669,America/Argentina/Catamarca,2017-03-25
El Palomar,AR,B,AREPA,EPA,El Palomar,3432S 05836W,-34.5417,-58.6153,America/Argentina/Buenos_Aires,2017-03-24
Esquel,AR,U,AREQS,EQS,Esquel,,-42.9115,-71.3195,America/Argentina/Catamarca,2015-04-22
Ministro Pistarini Apt/Buenos Aires,AR,B,AREZE,EZE,Buenos Aires - Ministro Pistarini International Airport,3450S 05831W,-34.8222,-58.5358,America/Argentina/Buenos_Aires,2017-09-21
Formosa,AR,P,ARFMA,FMA,Formosa,,-26.1849,-58.1731,America/Argentina/Cordoba,2018-11-30
El Calafate,AR,Z,ARFTE,FTE,El Calafate,5016S 07203W,-50.3407,-72.2768,America/Argentina/Rio_Gallegos,2017-07-20
Gobernador Gregores,AR,Z,ARGGS,GGS,Gobernador Gregores,,-48.7506,-70.2474,America/Argentina/Rio_Gallegos,2016-01-30
Gualeguaychú,AR,E,ARGHU,GHU,Gualeguaychu,3301S 05831W,-33.0094,-58.5172,America/Argentina/Cordoba,2016-01-30
General Roca,AR,R,ARGNR,GNR,General Roca,3902S 06735W,-39.0333,-67.5833,America/Argentina/Salta,2015-04-22
General Pico,AR,L,ARGPO,GPO,General Pico,,-35.6566,-63.7568,America/Argentina/Salta,2016-01-30
Chos Malal,AR,Q,ARHOS,HOS,Chos Malal,,-37.3781,-70.2708,America/Argentina/Salta,2020-07-14
Ingeniero Jacobacci,AR,R,ARIGB,IGB,Ingeniero Jacobacci,,-41.3292,-69.5502,America/Argentina/Salta,2016-01-30
Iguazú,AR,N,ARIGR,IGR,Puerto Iguazu,2534S 05434W,-25.5991,-54.5735,America/Argentina/Cordoba,2015-04-22
Lago Argentino,AR,Z,ARING,ING,Lago Argentino Aerodrome,,-50.3333,-72.3000,America/Argentina/Rio_Gallegos,2017-09-16
La Rioja,AR,F,ARIRJ,IRJ,La Rioja,,-29.4110,-66.8507,America/Argentina/La_Rioja,2019-09-05
Junín,AR,B,ARJNI,JNI,Junin,3435S 06058W,-34.5838,-60.9433,America/Argentina/Buenos_Aires,2015-04-22
José de San Martín,AR,U,ARJSM,JSM,Jose de San Martin,4402S 07029W,-44.0503,-70.4697,America/Argentina/Catamarca,2017-03-25
Jujuy,AR,Y,ARJUJ,JUJ,San Salvador de Jujuy,,-24.1946,-65.2971,America/Argentina/Jujuy,2019-09-05
La Cumbre,AR,X,ARLCM,LCM,La Cumbre,,-30.9820,-64.4914,America/Argentina/Cordoba,2016-01-30
Loncopué,AR,Q,ARLCP,LCP,Loncopue,3804S 07037W,-38.0728,-70.6161,America/Argentina/Salta,2017-03-25
Malargüe,AR,M,ARLGS,LGS,Malarguee,3528S 06935W,-35.4755,-69.5843,America/Argentina/Mendoza,2016-01-30
Las Heras,AR,Z,ARLHS,LHS,Las Heras,,-46.5419,-68.9359,America/Argentina/Rio_Gallegos,2016-01-30
Las Lomitas,AR,P,ARLLS,LLS,Las Lomitas,,-24.7096,-60.5930,America/Argentina/Cordoba,2016-01-30
Los Menucos,AR,R,ARLMD,LMD,Los Menucos,,-40.8440,-68.0872,America/Argentina/Salta,2016-01-30
La Plata,AR,B,ARLPG,LPG,La Plata,3451S 05753W,-34.9215,-57.9545,America/Argentina/Buenos_Aires,2019-09-05
San Luis,AR,D,ARLUQ,LUQ,San Luis,3318S 06621W,-33.2950,-66.3356,America/Argentina/San_Luis,2016-09-05
Monte Caseros,AR,W,ARMCS,MCS,Monte Caseros,,-30.2536,-57.6363,America/Argentina/Cordoba,2015-04-22
Mar del Plata,AR,B,ARMDQ,MDQ,Mar del Plata,3803S 05732W,-38.0004,-57.5562,America/Argentina/Buenos_Aires,2019-09-05
Mercedes,AR,W,ARMDX,MDX,Mercedes,,-29.1842,-58.0752,America/Argentina/Cordoba,2015-06-15
Mendoza,AR,M,ARMDZ,MDZ,Mendoza,,-32.8908,-68.8272,America/Argentina/Mendoza,2020-07-08
Miramar,AR,B,ARMJR,MJR,Miramar,,-38.2716,-57.8389,America/Argentina/Buenos_Aires,2016-01-30
Maquinchao,AR,R,ARMQD,MQD,Maquinchao,,-41.2491,-68.7032,America/Argentina/Salta,2019-03-24
Necochea,AR,B,ARNEC,NEC,Necochea,,-38.5545,-58.7396,America/Argentina/Buenos_Aires,2016-01-27
Neuquén,AR,Q,ARNQN,NQN,Neuquen,3857S 06804W,-38.9516,-68.0591,America/Argentina/Salta,2020-06-10
San Antonio Oeste,AR,R,AROES,OES,San Antonio Oeste,,-40.7319,-64.9477,America/Argentina/Salta,2016-01-30
Colonia Sarmiento,AR,U,AROLN,OLN,Sarmiento,,-45.5881,-69.0700,America/Argentina/Catamarca,2017-02-07
Oran,AR,A,ARORA,ORA,San Ramon de la Nueva Oran,,-23.1370,-64.3243,America/Argentina/Salta,2016-01-30
Goya,AR,W,AROYA,OYA,Goya,,-29.1399,-59.2634,America/Argentina/Cordoba,2018-11-30
Tres Arroyos,AR,B,AROYO,OYO,Tres Arroyos,3823S 06017W,-38.3739,-60.2798,America/Argentina/Buenos_Aires,2015-04-22
Pehuajó,AR,B,ARPEH,PEH,Pehuajo,3549S 06154W,-35.8108,-61.8968,America/Argentina/Buenos_Aires,2015-04-22
Perito Moreno,AR,Z,ARPMQ,PMQ,Perito Moreno,,-46.5900,-70.9297,America/Argentina/Rio_Gallegos,2016-01-30
Puerto Madryn,AR,U,ARPMY,PMY,Puerto Madryn,4245S 06502W,-42.7692,-65.0385,America/Argentina/Catamarca,2016-01-30
Paraná,AR,E,ARPRA,PRA,Parana,3144S 06032W,-31.7327,-60.5290,America/Argentina/Cordoba,2018-11-30
Presidente Roque Sáenz Peña,AR,H,ARPRQ,PRQ,Presidencia Roque Saenz Pena,3433S 05830W,-26.7852,-60.4388,America/Argentina/Cordoba,2016-10-30
Posadas,AR,N,ARPSS,PSS,Posadas,,-27.3671,-55.8961,America/Argentina/Cordoba,2015-04-22
Puerto Deseado,AR,Z,ARPUD,PUD,Puerto Deseado,4745S 06554W,-47.7503,-65.8938,America/Argentina/Rio_Gallegos,2016-01-30
Olivos,AR,B,ARQLV,QLV,Olivos,,-34.5075,-58.4870,America/Argentina/Buenos_Aires,2015-04-22
Pinamar,AR,B,ARQPQ,QPQ,Pinamar,,-37.1080,-56.8614,America/Argentina/Buenos_Aires,2016-01-30
Rafaela,AR,S,ARRAF,RAF,Rafaela Airport,3116S 06129W,-31.2833,-61.5000,America/Argentina/Cordoba,2016-01-30
Reconquista,AR,S,ARRCQ,RCQ,Reconquista,2909S 05939W,-29.1500,-59.6500,America/Argentina/Cordoba,2018-03-27
Río Cuarto,AR,X,ARRCU,RCU,Rio Cuarto,3308S 06421W,-33.1307,-64.3499,America/Argentina/Cordoba,2015-04-22
Rincón de los Sauces,AR,Q,ARRDS,RDS,Rincon De Los Sauces Airport,,-37.3906,-68.9042,America/Argentina/Salta,2016-01-30
Trelew,AR,U,ARREL,REL,Trelew,,-43.2490,-65.3050,America/Argentina/Catamarca,2016-01-30
Resistencia,AR,H,ARRES,RES,Resistencia,,-27.4606,-58.9839,America/Argentina/Cordoba,2016-01-30
Río Grande,AR,V,ARRGA,RGA,Rio Grande,5347S 06742W,-53.7877,-67.7095,America/Argentina/Ushuaia,2017-12-21
Río Gallegos,AR,Z,ARRGL,RGL,Rio Gallegos,5138S 06913W,-51.6226,-69.2181,America/Argentina/Rio_Gallegos,2020-06-10
Río Hondo,AR,G,ARRHD,RHD,Termas de Rio Hondo,2734S 06457W,-27.4936,-64.8597,America/Argentina/Cordoba,2017-03-25
Merlo,AR,D,ARRLO,RLO,Merlo,3221S 06501W,-32.3429,-65.0140,America/Argentina/San_Luis,2019-03-24
Rosario,AR,S,ARROS,ROS,Rosario International Airport,3257S 06039W,-32.9036,-60.7850,America/Argentina/Cordoba,2016-01-30
Río Mayo,AR,U,ARROY,ROY,Rio Mayo,4541S 07016W,-45.6857,-70.2580,America/Argentina/Catamarca,2020-06-10
Santa Rosa,AR,L,ARRSA,RSA,Santa Rosa,,-36.6167,-64.2833,America/Argentina/Salta,2016-01-30
Río Turbio,AR,Z,ARRYO,RYO,Rio Turbio Airport,5132S 07218W,-51.6055,-72.2176,America/Argentina/Rio_Gallegos,2016-01-30
Santa Cruz,AR,Z,ARRZA,RZA,Puerto Santa Cruz,5001S 06825W,-50.0191,-68.5232,America/Argentina/Rio_Gallegos,2017-03-25
San Antonio de Arredondo,AR,X,ARSAA,SAA,Rosario International Airport,3129S 06431W,-32.9036,-60.7850,America/Argentina/Cordoba,2016-01-30
San Antonio Este,AR,R,ARSAE,SAE,Buenos Aires - Ministro Pistarini International Airport,4048S 06444W,-34.8222,-58.5358,America/Argentina/Buenos_Aires,2017-09-21
Santa Ana,AR,N,ARSAN,SAN,Coronel Felipe Varela International Airport,2720S 05535W,-28.5932,-65.7509,America/Argentina/Catamarca,2016-10-22
San Antonio de Areco,AR,B,ARSAO,SAO,Rio Tercero,3415S 05928W,-32.1667,-64.0833,America/Argentina/Cordoba,2016-01-30
Sarandi,AR,B,ARSAR,SAR,Corrientes International Airport,3440S 05820W,-27.4455,-58.7619,America/Argentina/Cordoba,2016-11-29
San Martin,AR,B,ARSAT,SAT,Clorinda Airport,3434S 05831W,-25.3000,-57.7333,America/Argentina/Cordoba,2020-04-05
Santiago del Estero,AR,G,ARSDE,SDE,Santiago del Estero,,-27.7951,-64.2615,America/Argentina/Cordoba,2019-09-05
San Fernando,AR,B,ARSFE,SFE,Suipacha y 1 de Mayo", SFE,,-31.6393,-60.7085,America/Argentina/Cordoba,2016-03-17
Santa Fe,AR,S,ARSFN,SFN,Santa Fe,3136S 06041W,-31.6488,-60.7087,America/Argentina/Cordoba,2019-03-21
Sierra Grande,AR,R,ARSGV,SGV,Sierra Grande,,-41.6060,-65.3557,America/Argentina/Salta,2016-01-30
Salta,AR,A,ARSLA,SLA,Salta,,-24.7859,-65.4117,America/Argentina/Salta,2019-09-05
Santa Teresita,AR,B,ARSST,SST,Santa Teresita,,-36.5413,-56.7011,America/Argentina/Buenos_Aires,2016-01-30
Sáenz Peña,AR,B,ARSZQ,SZQ,Presidencia Roque Saenz Pena,3436S 05832W,-26.7852,-60.4388,America/Argentina/Cordoba,2016-10-30
Tandil,AR,B,ARTDL,TDL,Tandil,,-37.3217,-59.1332,America/Argentina/Buenos_Aires,2015-04-22
Tartagal,AR,A,ARTTG,TTG,Tartagal,,-22.5164,-63.8013,America/Argentina/Salta,2016-01-30
Tucumán,AR,T,ARTUC,TUC,San Miguel de Tucuman,2649S 06513W,-26.8241,-65.2226,America/Argentina/Tucuman,2019-09-05
San Juan,AR,J,ARUAQ,UAQ,San Juan,,-31.5375,-68.5364,America/Argentina/San_Juan,2019-09-05
San Julian,AR,Z,ARULA,ULA,San Julian,4918S 06743W,-49.3055,-67.7274,America/Argentina/Rio_Gallegos,2016-01-30
Ushuaia,AR,V,ARUSH,USH,Ushuaia,5448S 06818W,-54.8108,-68.3159,America/Argentina/Ushuaia,2019-09-05
Curuzú Cuatiá,AR,W,ARUZU,UZU,Curuzu Cuatia,2947S 05803W,-29.7917,-58.0546,America/Argentina/Cordoba,2016-01-30
Valcheta,AR,R,ARVCF,VCF,Valcheta,,-40.6799,-66.1628,America/Argentina/Salta,2019-03-24
Viedma,AR,R,ARVDM,VDM,Viedma,,-40.8135,-62.9967,America/Argentina/Salta,2016-01-30
Villa Dolores,AR,X,ARVDR,VDR,Villa Dolores,,-31.9459,-65.1896,America/Argentina/Cordoba,2016-01-30
General Villegas,AR,B,ARVGS,VGS,General Villegas,,-35.0329,-63.0125,America/Argentina/Buenos_Aires,2016-11-29
Villa Gesell,AR,B,ARVLG,VLG,Villa Gesell,,-37.2639,-56.9730,America/Argentina/Buenos_Aires,2016-01-30
Villa Mercedes,AR,D,ARVME,VME,Villa Reynolds Airport,3340S 06528W,-33.7251,-65.3781,America/Argentina/San_Luis,2016-01-30
Pichanal,AR,A,ARXMV,XMV,Pichanal,,-23.3164,-64.2183,America/Argentina/Salta,2016-01-30
Ledesma,AR,Y,ARXMX,XMX,Ledesma,,-23.8333,-64.7500,America/Argentina/Jujuy,2016-01-30
Mosconi,AR,A,ARXOS,XOS,General Mosconi,,-22.5959,-63.8126,America/Argentina/Salta,2020-04-05
San Pedro,AR,Y,ARXPD,XPD,San Pedro de Jujuy,,-24.2313,-64.8661,America/Argentina/Jujuy,2020-04-05
Embarcacíon,AR,A,ARZAI,ZAI,Embarcacion,2313S 06406W,-23.2100,-64.0996,America/Argentina/Salta,2015-05-23
Fitiuta,AS,,ASFTI,FTI,Fitiuta,,-14.2167,-169.4249,Pacific/Pago_Pago,2015-05-02
Ofu,AS,,ASOFU,OFU,Ofu,,-14.1753,-169.6775,Pacific/Pago_Pago,2012-02-03
Pago Pago,AS,,ASPPG,PPG,Pago Pago,1416N 17042W,-14.2781,-170.7025,Pacific/Pago_Pago,2019-09-05
Tau,AS,,ASTAV,TAV,Tau Airport,,-14.2292,-169.5111,Pacific/Pago_Pago,2017-10-14
Sankt Anton,AT,7,ATANT,ANT,St Anton am Arlberg,4707N 01016E,47.1275,10.2637,Europe/Vienna,2018-07-29
Gloggnitz,AT,3,ATGGZ,GGZ,Graz Hauptbahnhof,4740N 01556E,47.0732,15.4164,Europe/Vienna,2015-12-05
Graz,AT,6,ATGRZ,GRZ,Graz,4704N 01527E,47.0667,15.4500,Europe/Vienna,2019-09-05
Hohenems,AT,8,ATHOH,HOH,Hohenems,4722N 00941E,47.3667,9.6831,Europe/Vienna,2018-07-28
Innsbruck,AT,7,ATINN,INN,Innsbruck,4716N 01124E,47.2627,11.3945,Europe/Vienna,2019-09-05
Klagenfurt,AT,2,ATKLU,KLU,Klagenfurt Airport,4637N 01418E,46.6450,14.3267,Europe/Vienna,2015-12-06
Linz,AT,4,ATLNZ,LNZ,Linz,4818N 01418E,48.3064,14.2861,Europe/Vienna,2019-09-05
Loimersdorf,AT,,ATLOI,LOI,Hohenems-Dornbirn Airport,4810N 01650E,47.3833,9.6988,Europe/Vienna,2018-07-29
