name,country_code,subdivision,unlocode,location,asciiname,coordinates,latitude,longitude,timezone,modification date
Kent,US,OR,USKJT,KJT,Kent,4512N 12041W,45.1951,-120.6942,America/Los_Angeles,2006-01-15
Kent,US,WA,USKET,KET,Kent,,47.3809,-122.2348,America/Los_Angeles,2017-03-09
Kent City,US,MI,USKCT,KCT,Kent City,4313N 08545W,43.2200,-85.7511,America/Detroit,2017-05-23
Kentfield,US,CA,USKF4,KF4,Kentfield,3757N 12233W,37.9522,-122.5572,America/Los_Angeles,2011-05-14
Kenton,US,MI,USKEO,KEO,Kenton,4629N 08853W,46.4855,-88.8940,America/Detroit,2017-05-23
Kenton,US,OH,USKNO,KNO,Kenton,,40.6470,-83.6097,America/New_York,2017-05-23
Kenton,US,OR,USKYO,KYO,Kenton,,45.5818,-122.6815,America/Los_Angeles,2018-01-08
Kenton,US,TN,USKNQ,KNQ,Kenton,,36.2023,-89.0123,America/Chicago,2017-03-09
Kentwood,US,LA,USKNU,KNU,Kentwood,,30.9382,-90.5090,America/Chicago,2017-03-09
Kentwood,US,MI,USKWD,KWD,Kentwood,,42.8695,-85.6448,America/Detroit,2017-05-23
Kenvil,US,NJ,USKV5,KV5,Kenvil,4053N 07438W,40.8798,-74.6185,America/New_York,2017-05-23
Kenwood,US,CA,USKE7,KE7,Kenwood,3824N 12232W,38.4138,-122.5461,America/Los_Angeles,2011-05-14
Kenyon,US,MN,USEYO,EYO,Kenyon,4416N 09258W,44.2722,-92.9855,America/Chicago,2017-05-23
Kenyon,US,RI,USKYN,KYN,Kenyon,,41.4470,-71.6256,America/New_York,2017-05-23
Keokee,US,VA,USKKQ,KKQ,Keokee,3651N 08254W,36.8590,-82.9040,America/New_York,2011-05-14
Keosauqua,US,IA,USK28,K28,Keosauqua,4043N 09157W,40.7303,-91.9624,America/Chicago,2017-05-23
Keota,US,IA,USKJO,KJO,Keota,4121N 09157W,41.3639,-91.9538,America/Chicago,2017-05-23
Keota,US,OK,USKTZ,KTZ,Keota,3510N 09455W,35.2557,-94.9216,America/Chicago,2011-05-14
Kepsut,TR,10,TRKST,KST,Kepsut,,39.6889,28.1522,Europe/Istanbul,2013-06-05
Kerby,US,OR,USKRY,KRY,Kerby,4219N 12365W,42.1943,-123.6517,America/Los_Angeles,2011-05-14
Kerens,US,TX,USKX2,KX2,Kerens,3207N 09613W,32.1332,-96.2278,America/Chicago,2017-03-09
Kerhonkson,US,NY,USQZK,QZK,Kerhonkson,4146N 07417W,41.7748,-74.2982,America/New_York,2017-05-23
Kerman,US,CA,USKMQ,KMQ,Kerman,,36.7236,-120.0599,America/Los_Angeles,2017-03-09
Kermit,US,TX,USKHM,KHM,Kermit,3157N 10305W,31.8576,-103.0927,America/Chicago,2017-03-09
Kernersville,US,NC,USKRN,KRN,Kernersville,3607N 08004W,36.1199,-80.0737,America/New_York,2017-05-23
Kerns,CH,OW,CHKER,KER,Kerns,4654N 00816E,46.9012,8.2751,Europe/Zurich,2017-06-06
Kernville,US,CA,USKV7,KV7,Kernville,3545N 11825W,35.7547,-118.4254,America/Los_Angeles,2011-05-14
Kerr,US,OH,US6RR,6RR,Kerr,3946N 08108W,38.8729,-82.2607,America/New_York,2017-05-23
Kersey,US,PA,USKRR,KRR,Kersey,4122N 07836W,41.3623,-78.5961,America/New_York,2017-05-23
Kershaw,US,SC,USKRW,KRW,Kershaw,,34.5518,-80.5837,America/New_York,2017-03-09
Kerzers,CH,FR,CHKEZ,KEZ,Kerzers,4659N 00712E,46.9759,7.1957,Europe/Zurich,2013-02-28
Kesan,TR,22,TRKES,KES,Kesan,,40.7869,26.6067,Europe/Istanbul,2016-11-24
Keshena,US,WI,USKZA,KZA,Keshena,4453N 08838W,44.8839,-88.6337,America/Chicago,2017-05-23
Keslers Cross Lanes,US,WV,USV2N,V2N,Keslers Cross Lanes,3814N 08056W,38.2354,-80.9357,America/New_York,2006-01-15
Kesswil,CH,TG,CHKSW,KSW,Kesswil,4735N 00918E,47.5935,9.3172,Europe/Zurich,2015-09-06
Kestel,TR,16,TRKSL,KSL,Kestel,,40.1983,29.2124,Europe/Istanbul,2013-05-08
Kestenholz,CH,SO,CHKSO,KSO,Kestenholz,4716N 00745E,47.2804,7.7529,Europe/Zurich,2013-03-01
Keswick,US,IA,USQKK,QKK,Keswick,4127N 09214W,41.4525,-92.2394,America/Chicago,2017-05-23
Keswick,US,VA,USDKW,DKW,Keswick,3801N 07821W,38.0226,-78.3592,America/New_York,2006-01-15
Ketchum,US,ID,USQKM,QKM,Ketchum,4340N 11421W,43.6807,-114.3637,America/Boise,2019-09-05
Ketchum,US,OK,USKHU,KHU,Ketchum,3631N 09501W,36.5245,-95.0238,America/Chicago,2017-03-09
Kettering,US,MD,USNGG,NGG,Kettering,3853N 07649W,38.8846,-76.8147,America/New_York,2011-05-14
Kettering,US,OH,USKTR,KTR,Kettering,,39.6895,-84.1688,America/New_York,2017-05-23
Kettle,US,KY,USK6L,K6L,Kettle,3642N 08521W,36.7023,-85.3611,America/Chicago,2006-01-15
Kettle Falls,US,WA,USKFW,KFW,Kettle Falls,4837N 11803W,48.6107,-118.0558,America/Los_Angeles,2017-03-09
Kettleman City,US,CA,USKTL,KTL,Kettleman City,3600N 11957W,36.0083,-119.9618,America/Los_Angeles,2011-05-14
Kettlersville,US,OH,USKLV,KLV,Kettlersville,4026N 08415W,40.4389,-84.2613,America/New_York,2017-05-23
Kevil,US,KY,USKQL,KQL,Kevil,3705N 08853W,37.0851,-88.8867,America/Chicago,2017-03-09
Kewanee,US,IL,USKEW,KEW,Kewanee,,41.2456,-89.9248,America/Chicago,2017-05-23
Kewanna,US,IN,USKAA,KAA,Kewanna,4101N 08624W,41.0187,-86.4133,America/Indiana/Indianapolis,2017-05-23
Kewaskum,US,WI,USKWI,KWI,Kewaskum,,43.5208,-88.2290,America/Chicago,2017-05-23
Kewaunee,US,WI,USKWU,KWU,Kewaunee,4427N 08730W,44.4583,-87.5031,America/Chicago,2017-05-23
Key Biscayne,US,FL,USKBS,KBS,Key Biscayne,,25.6982,-80.1614,America/New_York,2014-07-29
Keyes,US,CA,USYEJ,YEJ,Keyes,3733N 12054W,37.5566,-120.9155,America/Los_Angeles,2011-05-14
Keyes,US,OK,USKY4,KY4,Keyes,3648N 10215W,36.8097,-102.2555,America/Chicago,2017-03-09
Keyesport,US,IL,USKEE,KEE,Keyesport,3844N 08916W,38.7420,-89.2737,America/Chicago,2017-05-23
Keymar,US,MD,USKY2,KY2,Keymar,3936N 07714W,39.5995,-77.2369,America/New_York,2006-01-15
Keyport,US,NJ,USKEY,KEY,Keyport,,40.4332,-74.1996,America/New_York,2017-05-23
Keyport,US,WA,USKYP,KYP,Keyport,4742N 12237W,47.7020,-122.6210,America/Los_Angeles,2011-05-14
Keyser,US,WV,USKY3,KY3,Keyser,3926N 07858W,39.4409,-78.9739,America/New_York,2017-03-09
Keystone,US,CO,USKYS,KYS,Keystone,3935N 10557W,39.5994,-105.9872,America/Denver,2011-05-14
Keystone,US,IN,USJYS,JYS,Keystone,4036N 08516W,40.5956,-85.2594,America/Indiana/Indianapolis,2017-05-23
Keystone,US,SD,USKTE,KTE,Keystone,4354N 10325W,43.8955,-103.4183,America/Denver,2017-05-23
Keystone,US,WV,USKS4,KS4,Keystone,3934N 08012W,39.5681,-80.2037,America/New_York,2006-01-17
Keysville,US,MD,USZYK,ZYK,Keysville,3938N 07715W,39.6340,-77.2586,America/New_York,2006-01-15
Keysville,US,VA,USKEV,KEV,Keysville,3702N 07829W,37.0404,-78.4833,America/New_York,2017-03-09
Keytesville,US,MO,US6VI,6VI,Keytesville,3926N 09256W,39.4345,-92.9382,America/Chicago,2017-05-23
Khartsyzsk,UA,14,UAKHT,KHT,Khartsyzsk,4802N 03808E,48.1489,39.0819,Europe/Zaporozhye,2016-01-07
Kiamesha Lake,US,NY,USKMS,KMS,Kiamesha Lake,4140N 07439W,41.6831,-74.6607,America/New_York,2017-05-23
Kiawah Island,US,SC,USKIA,KIA,Kiawah Island,3236N 08004W,32.6085,-80.0818,America/New_York,2006-01-15
Kidron,US,OH,USKID,KID,Kidron,,40.7409,-81.7448,America/New_York,2017-05-23
Kiefer,US,OK,USKFE,KFE,Kiefer,3557N 09604W,35.9448,-96.0653,America/Chicago,2017-03-09
Kiel,US,WI,USKEI,KEI,Kiel,4354N 08801W,43.9125,-88.0357,America/Chicago,2017-05-23
Kieler,US,WI,USKI3,KI3,Kieler,4234N 09036W,42.5814,-90.6026,America/Chicago,2017-05-23
Kienberg,CH,SO,CHKIB,KIB,Kienberg,4727N 00758E,47.4403,7.9672,Europe/Zurich,2017-07-26
Kiesen,CH,BE,CHKIE,KIE,Kiesen,4649N 00734E,46.8196,7.5840,Europe/Zurich,2013-02-28
Kiester,US,MN,USK4R,K4R,Kiester,4332N 09343W,43.5350,-93.7127,America/Chicago,2017-05-23
Kiischpelt,LU,WI,LUKII,KII,Kiischpelt,4959N 00600E,49.9783,6.0076,Europe/Luxembourg,2017-01-14
Kilauea,US,HI,US967,967,Kilauea,2212N 15924W,22.1892,-159.4133,Pacific/Honolulu,2006-01-15
Kilbourn,US,IA,USKBZ,KBZ,Kilbourn,4048N 09158W,40.8061,-91.9699,America/Chicago,2017-05-23
Kilchberg,CH,ZH,CHKIL,KIL,Kilchberg,4719N 00833E,47.3244,8.5455,Europe/Zurich,2013-04-02
Kildeer,US,IL,USKD4,KD4,Kildeer,4210N 08802W,42.1706,-88.0478,America/Chicago,2017-05-23
Kilgore,US,TX,USKGR,KGR,Kilgore,3223N 09452W,32.3863,-94.8758,America/Chicago,2017-03-09
Kill Buck,US,NY,USJBQ,JBQ,Kill Buck,4209N 07840W,42.1584,-78.6809,America/New_York,2006-01-15
Killbuck,US,OH,USKIK,KIK,Killbuck,,40.4951,-81.9846,America/New_York,2017-05-23
Killdeer,US,ND,USKXD,KXD,Killdeer,4722N 10245W,47.3720,-102.7541,America/Denver,2017-05-23
Killen,US,AL,USKLI,KLI,Killen,3451N 08732W,34.8629,-87.5375,America/Chicago,2017-03-09
Killington,US,VT,USIIG,IIG,Killington,4340N 07246W,43.6776,-72.7798,America/New_York,2017-05-23
Killington Village,US,VT,USKLT,KLT,Killington Village,4338N 07248W,43.6401,-72.7934,America/New_York,2017-05-23
Killingworth,US,CT,USKNH,KNH,Killingworth,4121N 07234W,41.3582,-72.5637,America/New_York,2017-05-23
Killona,US,LA,USKON,KON,Killona,3000N 09029W,30.0060,-90.4829,America/Chicago,2011-05-14
Killwangen,CH,AG,CHKIW,KIW,Killwangen,4726N 00821E,47.4322,8.3510,Europe/Zurich,2017-11-07
Kilmarnock,US,VA,USKK4,KK4,Kilmarnock,3742N 07622W,37.7104,-76.3797,America/New_York,2019-09-19
Kiln,US,MS,USKIU,KIU,Kiln,,30.4091,-89.4351,America/Chicago,2011-05-14
Kimball,US,MI,USKMB,KMB,Kimball,4256N 08233W,42.9481,-82.5624,America/Detroit,2017-05-23
Kimball,US,MN,USKM4,KM4,Kimball,4519N 09418W,45.3125,-94.3003,America/Chicago,2017-05-23
Kimball,US,NE,USKM8,KM8,Kimball,4114N 10339W,41.2389,-103.6669,America/Denver,2010-02-20
Kimballton,US,IA,US4KI,4KI,Kimballton,4137N 09504W,41.6286,-95.0730,America/Chicago,2017-05-23
Kimberling City,US,MO,USQKC,QKC,Kimberling City,3638N 09325W,36.6334,-93.4168,America/Chicago,2017-05-23
Kimberly,US,ID,USKIY,KIY,Kimberly,,42.5338,-114.3648,America/Boise,2017-03-09
Kimberly,US,WI,USKBL,KBL,Kimberly,,44.2722,-88.3390,America/Chicago,2017-05-23
Kimberton,US,PA,USKIM,KIM,Kimberton,,40.1307,-75.5721,America/New_York,2017-05-23
Kimper,US,KY,USKPQ,KPQ,Kimper,3729N 08221W,37.4971,-82.3504,America/New_York,2006-01-15
Kinards,US,SC,USKD5,KD5,Kinards,3422N 08146W,34.3804,-81.7773,America/New_York,2006-01-15
Kincaid,US,KS,USKXC,KXC,Kincaid,3805N 09509W,38.0842,-95.1536,America/Chicago,2017-05-23
Kinder,US,LA,USKIJ,KIJ,Kinder,3029N 09251W,30.4855,-92.8507,America/Chicago,2017-03-09
Kinderhook,US,NY,USKHK,KHK,Kinderhook,4223N 07341W,42.3954,-73.6979,America/New_York,2017-05-23
Kindred,US,ND,USKNR,KNR,Kindred,4638N 09701W,46.6486,-97.0170,America/Chicago,2017-05-23
King,US,NC,USKIG,KIG,King,,36.2807,-80.3592,America/New_York,2017-05-23
King,US,WI,USKG3,KG3,King,4420N 08909W,44.3375,-89.1418,America/Chicago,2017-05-23
King City,US,OR,USKCY,KCY,King City,,45.4026,-122.8040,America/Los_Angeles,2017-03-09
King Ferry,US,NY,USKGF,KGF,King Ferry,4239N 07637W,42.6653,-76.6166,America/New_York,2017-05-23
King George,US,VA,USKGG,KGG,King George,3816N 07711W,38.2682,-77.1844,America/New_York,2011-05-14
King William,US,VA,USKWM,KWM,King William,3741N 07700W,37.6874,-77.0136,America/New_York,2011-05-14
Kingdom City,US,MO,USKGE,KGE,Kingdom City,3857N 09156W,38.9528,-91.9391,America/Chicago,2017-05-23
Kingfield,US,ME,USKDK,KDK,Kingfield,4458N 07009W,44.9592,-70.1539,America/New_York,2017-05-23
Kingfisher,US,OK,USKIF,KIF,Kingfisher,3551N 09755W,35.8614,-97.9317,America/Chicago,2017-03-09
Kingman,US,IN,USKNG,KNG,Kingman,,39.9675,-87.2775,America/Indiana/Indianapolis,2017-05-23
Kingman,US,KS,USKNM,KNM,Kingman,3738N 09806W,37.6459,-98.1137,America/Chicago,2017-05-23
Kingman,US,OH,USZUD,ZUD,Kingman,3930N 08356W,39.5009,-83.9399,America/New_York,2017-05-23
Kings Bay,US,FL,USKBA,KBA,Kings Bay,2538N 08018W,28.8809,-82.5947,America/New_York,2014-10-07
Kings Bay,US,GA,USZKB,ZKB,Kings Bay,3047N 08134W,31.1163,-81.8482,America/New_York,2011-12-11
Kings Beach,US,CA,USKBJ,KBJ,Kings Beach,,39.2377,-120.0266,America/Los_Angeles,2011-05-14
Kings Creek,US,SC,USKCS,KCS,Kings Creek,,35.0740,-81.4368,America/New_York,2010-09-05
Kings Mills,US,OH,USKGM,KGM,Kings Mills,3921N 08415W,39.3556,-84.2485,America/New_York,2017-05-23
Kings Mountain,US,NC,USKIN,KIN,Kings Mountain,,35.2451,-81.3412,America/New_York,2017-03-09
Kings Park,US,NY,USKSP,KSP,Kings Park,4053N 07316W,40.8862,-73.2573,America/New_York,2017-05-23
Kingsburg,US,CA,USKBG,KBG,Kingsburg,,36.5138,-119.5540,America/Los_Angeles,2017-03-09
Kingsbury,US,IN,USKB2,KB2,Kingsbury,4132N 08642W,41.5275,-86.7000,America/Chicago,2017-05-23
Kingsbury,US,TX,USKG4,KG4,Kingsbury,2938N 09749W,29.6480,-97.8281,America/Chicago,2011-05-14
Kingsford,US,MI,USKFD,KFD,Kingsford,4548N 08805W,45.7950,-88.0721,America/Menominee,2017-05-23
Kingsland,US,GA,USKNL,KNL,Kingsland,3047N 08141W,30.8000,-81.6898,America/New_York,2017-03-09
Kingsland,US,TX,USKGL,KGL,Kingsland,3039N 09826W,30.6582,-98.4406,America/Chicago,2011-05-14
Kingsley,US,MI,USYUI,YUI,Kingsley,4555N 08715W,45.9258,-87.2632,America/Detroit,2017-05-23
Kingsley,US,PA,USKYG,KYG,Kingsley,4145N 07545W,41.7598,-75.7521,America/New_York,2017-05-23
Kingsport,US,TN,USKI2,KI2,Kingsport,3632N 08233W,36.5484,-82.5618,America/New_York,2017-03-09
Kingston,US,GA,USKT4,KT4,Kingston,3328N 08204W,34.2370,-84.9441,America/New_York,2017-03-09
Kingston,US,MA,USKGN,KGN,Kingston,,42.4154,-71.2445,America/New_York,2017-05-23
Kingston,US,NH,USKT5,KT5,Kingston,4256N 07103W,42.9365,-71.0534,America/New_York,2017-05-23
Kingston,US,NJ,USKNJ,KNJ,Kingston,,40.3754,-74.6135,America/New_York,2017-05-23
Kingston,US,NY,USKGT,KGT,Kingston,,41.9270,-73.9974,America/New_York,2017-05-23
Kingston,US,OH,USKGC,KGC,Kingston,3928N 08254W,39.4740,-82.9107,America/New_York,2017-05-23
Kingston,US,PA,USKNS,KNS,Kingston,,41.2617,-75.8969,America/New_York,2017-05-23
Kingston,US,RI,USKSO,KSO,Kingston,,41.4804,-71.5226,America/New_York,2017-05-23
Kingston,US,TN,USKTQ,KTQ,Kingston,,35.8809,-84.5085,America/New_York,2017-03-09
Kingston,US,WA,USKG8,KG8,Kingston,4748N 12229W,47.7985,-122.4981,America/Los_Angeles,2018-01-03
Kingston Springs,US,TN,USKS3,KS3,Kingston Springs,3606N 08707W,36.1020,-87.1150,America/Chicago,2017-03-09
Kingstown,US,NC,USKGO,KGO,Kingstown,3521N 08137W,35.3512,-81.6123,America/New_York,2017-03-09
Kingstree,US,SC,USKGS,KGS,Kingstree,,33.6677,-79.8306,America/New_York,2017-03-09
Kingsville,US,MD,USKVG,KVG,Kingsville,3926N 07625W,39.4487,-76.4177,America/New_York,2011-05-14
Kingsville,US,MO,USKV9,KV9,Kingsville,3845N 09404W,38.7431,-94.0699,America/Chicago,2017-05-23
Kingwood,US,TX,USKIW,KIW,Kingwood,3002N 09515W,30.0569,-95.1835,America/Chicago,2019-11-01
Kingwood,US,WV,USKGD,KGD,Kingwood,,39.4718,-79.6834,America/New_York,2017-03-09
Kinloch,US,MO,USKL4,KL4,Kinloch,3844N 09019W,38.7406,-90.3254,America/Chicago,2017-05-23
Kinmundy,US,IL,USKMU,KMU,Kinmundy,3846N 08850W,38.7734,-88.8467,America/Chicago,2017-05-23
Kinnelon,US,NJ,USUJX,UJX,Kinnelon,,41.0018,-74.3671,America/New_York,2017-05-23
Kinross,US,MI,USKRO,KRO,Kinross,4616N 08431W,46.2750,-84.5148,America/Detroit,2017-05-23
Kinsman,US,IL,USKFM,KFM,Kinsman,4111N 08834W,41.1898,-88.5695,America/Chicago,2017-05-23
Kinston,US,AL,USQKL,QKL,Kinston,3112N 08610W,31.2160,-86.1711,America/Chicago,2011-05-14
Kinwood,US,TX,USKIO,KIO,Kinwood,,29.9119,-95.3024,America/Chicago,2006-01-15
Kinzers,US,PA,USZVK,ZVK,Kinzers,3959N 07603W,39.9984,-76.0616,America/New_York,2017-05-23
Kiowa,US,CO,USKW8,KW8,Kiowa,3920N 10427W,39.3472,-104.4644,America/Denver,2017-03-09
Kiowa,US,OK,USKWA,KWA,Kiowa,3443N 09554W,34.7206,-95.8992,America/Chicago,2017-03-09
Kiraz,TR,35,TRKRZ,KRZ,Kiraz,,38.2306,28.2044,Europe/Istanbul,2013-08-06
Kirby,US,OH,US6RB,6RB,Kirby,4048N 08325W,40.8131,-83.4185,America/New_York,2017-05-23
Kirby,US,PA,USKB9,KB9,Kirby,3948N 08007W,39.8029,-80.1170,America/New_York,2017-05-23
Kirby,US,TX,USKI9,KI9,Kirby,2927N 09823W,29.4633,-98.3856,America/Chicago,2017-03-09
Kirby,US,WY,USKR4,KR4,Kirby,4348N 10810W,43.8044,-108.1815,America/Denver,2011-05-14
Kirbyville,US,MO,USKAQ,KAQ,Kirbyville,3637N 09309W,36.6231,-93.1641,America/Chicago,2017-05-23
Kirchberg,CH,BE,CHKHB,KHB,Kirchberg,4705N 00735E,47.0854,7.5829,Europe/Zurich,2013-02-28
Kirchberg,CH,SG,CHKRG,KRG,Kirchberg,4724N 00902E,47.4116,9.0402,Europe/Zurich,2013-04-02
Kirchdorf,CH,BE,CHKCO,KCO,Kirchdorf,4649N 00733E,46.8209,7.5485,Europe/Zurich,2013-02-27
Kirchleerau,CH,AG,CHKLR,KLR,Kirchleerau,,47.2772,8.0740,Europe/Zurich,2017-07-26
Kirchlindach,CH,BE,CHBEK,BEK,Kirchlindach,4700N 00741E,46.9997,7.4173,Europe/Zurich,2013-02-27
Kirkland,US,IL,USKKZ,KKZ,Kirkland,4206N 08851W,42.0925,-88.8512,America/Chicago,2017-05-23
Kirkland,US,TN,USKL3,KL3,Kirkland,3548N 08639W,35.0623,-86.6292,America/Chicago,2006-01-15
Kirkland,US,WA,USXHF,XHF,Kirkland,,47.6815,-122.2087,America/Los_Angeles,2017-03-09
Kirklin,US,IN,USIKL,IKL,Kirklin,,40.1934,-86.3606,America/Indiana/Indianapolis,2017-05-23
Kirkop,MT,28,MTKIR,KIR,Kirkop,3550N 01429E,35.8422,14.4853,Europe/Malta,2012-07-04
Kirkville,US,NY,USKR5,KR5,Kirkville,4304N 07557W,43.0751,-75.9519,America/New_York,2017-05-23
Kirkwood,US,CA,USKRQ,KRQ,Kirkwood,3842N 12004W,38.7027,-120.0727,America/Los_Angeles,2011-05-14
Kirkwood,US,DE,USIWJ,IWJ,Kirkwood,3934N 07541W,39.5718,-75.6963,America/New_York,2006-01-15
Kirkwood,US,MO,USXKW,XKW,Kirkwood,3835N 09024W,38.5834,-90.4068,America/Chicago,2017-05-23
Kirkwood,US,NY,USKIR,KIR,Kirkwood,4202N 07547W,42.0398,-75.7971,America/New_York,2017-05-23
Kirkwood,US,PA,USKRZ,KRZ,Kirkwood,3951N 07604W,39.8562,-76.0769,America/New_York,2017-05-23
Kiron,US,IA,USKQN,KQN,Kiron,4211N 09519W,42.1955,-95.3278,America/Chicago,2017-05-23
Kirtland,US,NM,USKTI,KTI,Kirtland,3644N 10822W,36.7342,-108.3598,America/Denver,2011-05-14
Kirtland,US,OH,USKCQ,KCQ,Kirtland,4137N 08121W,41.6289,-81.3615,America/New_York,2017-05-23
Kirwin,US,KS,USKI7,KI7,Kirwin,3940N 09907W,39.6731,-99.1223,America/Chicago,2017-05-23
Kiska Island,US,AK,USKIS,KIS,Kiska Island,5157N 17733E,51.9642,177.4600,America/Adak,2014-02-25
Kismet,US,KS,USK3S,K3S,Kismet,3712N 10042W,37.2056,-100.7021,America/Chicago,2017-05-23
Kissimmee,US,FL,USISM,ISM,Kissimmee,,28.3047,-81.4167,America/New_York,2017-03-09
Kite,US,GA,USKT2,KT2,Kite,3241N 08230W,32.6924,-82.5146,America/New_York,2017-03-09
Kittanning,US,PA,USKTG,KTG,Kittanning,,40.8165,-79.5220,America/New_York,2019-08-23
Kittery,US,ME,USKXK,KXK,Kittery,4305N 07044W,43.0881,-70.7362,America/New_York,2017-05-23
Kittitas,US,WA,USKIZ,KIZ,Kittitas,4659N 12024W,46.9832,-120.4170,America/Los_Angeles,2017-03-09
Kittrell,US,NC,USJTL,JTL,Kittrell,3613N 07826W,36.2221,-78.4378,America/New_York,2017-05-23
Kitts Hill,US,OH,USIIJ,IIJ,Kitts Hill,3833N 08234W,38.5615,-82.5774,America/New_York,2017-05-23
Kitty Hawk,US,NC,USKTT,KTT,Kitty Hawk,3604N 07542W,36.0646,-75.7057,America/New_York,2017-05-23
Klag Bay,US,AK,USKBK,KBK,Klag Bay,,57.6447,-136.0956,America/Sitka,2006-01-15
Klein,US,TX,USKYI,KYI,Klein,3002N 09531W,30.0477,-95.5324,America/Chicago,2006-01-15
Kleinandelfingen,CH,ZH,CHKLF,KLF,Kleinandelfingen,4736N 00841E,47.6006,8.6836,Europe/Zurich,2013-03-28
Kleindöttingen,CH,AG,CHKDO,KDO,Kleindoettingen,4734N 00815E,47.5709,8.2465,Europe/Zurich,2013-03-04
Klingerstown,US,PA,USKG5,KG5,Klingerstown,4039N 07641W,40.6604,-76.6894,America/New_York,2017-05-23
Klingnau,CH,AG,CHRGU,RGU,Klingnau,4735N 00815E,47.5836,8.2488,Europe/Zurich,2019-09-10
Klondike,US,TX,USKDI,KDI,Klondike,3319N 09545W,33.3298,-95.7580,America/Chicago,2006-01-15
Klosters,CH,GR,CHKLS,KLS,Klosters,4652N 00952E,46.8949,9.8364,Europe/Zurich,2019-01-12
Kloten,CH,ZH,CHKTN,KTN,Kloten,4727N 00834E,47.4515,8.5849,Europe/Zurich,2013-03-28
Kluang,MY,01,MYKLU,KLU,Kluang,0202N 10320E,2.0305,103.3169,Asia/Kuala_Lumpur,2015-03-28
Knapp,US,WI,USKAP,KAP,Knapp,4457N 09204W,44.9552,-92.0755,America/Chicago,2017-05-23
Kneeland,US,CA,USKLX,KLX,Kneeland,4045N 12359W,40.7612,-123.9948,America/Los_Angeles,2006-01-15
Knightdale,US,NC,USKNI,KNI,Knightdale,3547N 07828W,35.7876,-78.4806,America/New_York,2017-05-23
Knights Landing,US,CA,USKL7,KL7,Knights Landing,3847N 12143W,38.7996,-121.7183,America/Los_Angeles,2011-05-14
Knightstown,US,IN,USKG9,KG9,Knightstown,3947N 08531W,39.7956,-85.5264,America/Indiana/Indianapolis,2017-05-23
Knippa,US,TX,USKP2,KP2,Knippa,2918N 09938W,29.2952,-99.6373,America/Chicago,2011-05-14
Knob Lick,US,MO,USKC7,KC7,Knob Lick,3740N 09022W,37.6753,-90.3673,America/Chicago,2017-05-23
Knobel,US,AR,USKL2,KL2,Knobel,3619N 09036W,36.3201,-90.6021,America/Chicago,2017-05-23
Knonau,CH,ZH,CHKNA,KNA,Knonau,4714N 00827E,47.2235,8.4620,Europe/Zurich,2013-04-02
Knox,US,IN,USKNX,KNX,Knox,,39.8231,-85.5419,America/Indiana/Indianapolis,2017-05-23
Knox,US,PA,USKOX,KOX,Knox,4114N 07932W,41.2345,-79.5373,America/New_York,2017-05-23
Knoxville,US,AL,USKZX,KZX,Knoxville,3335N 08553W,33.5918,-85.8972,America/Chicago,2006-01-15
Knoxville,US,AR,USKXV,KXV,Knoxville,3406N 09259W,34.1162,-92.9921,America/Chicago,2017-05-23
Knoxville,US,GA,USZF2,ZF2,Knoxville,3243N 08359W,32.7243,-83.9977,America/New_York,2011-05-14
Knoxville,US,IA,USKXE,KXE,Knoxville,4119N 09306W,41.3225,-93.1033,America/Chicago,2017-05-23
Knoxville,US,IL,USOXV,OXV,Knoxville,4054N 09017W,40.9084,-90.2849,America/Chicago,2017-05-23
Knoxville,US,PA,USKXL,KXL,Knoxville,4157N 07726W,40.4198,-79.9948,America/New_York,2017-05-23
Kobenni,MR,02,MRKBI,KBI,Kobenni,1549N 00922W,15.8172,-9.3653,Africa/Nouakchott,2012-01-20
Koblenz,CH,AG,CHLEN,LEN,Koblenz,,47.6097,8.2375,Europe/Zurich,2013-03-04
Kocaeli,TR,41,TRKCO,KCO,Kocaeli,,40.9167,29.9167,Europe/Istanbul,2017-11-29
Kodak,US,TN,USKDA,KDA,Kodak,3558N 08338W,35.9745,-83.6268,America/New_York,2006-01-15
Kohala,US,HI,USKOH,KOH,Kohala,2005N 15543W,20.0861,-155.7172,Pacific/Honolulu,2014-09-10
Kohler,US,WI,USKOR,KOR,Kohler,,43.4964,-88.0234,America/Chicago,2017-05-23
Koivulahti,FI,15,FIKVL,KVL,Koivulahti,6302N 02647E,63.2500,21.8333,Europe/Helsinki,2007-05-30
Kollbrunn,CH,ZH,CHK3L,K3L,Kollbrunn,4727N 00847E,47.4579,8.7829,Europe/Zurich,2013-03-28
Koloa,US,HI,USKCI,KCI,Koloa,2154N 15928W,21.9367,-159.4792,Pacific/Honolulu,2006-01-15
Konak,TR,35,TRKN2,KN2,Konak,3824N 02706E,38.4000,27.1000,Europe/Istanbul,2011-03-08
Konawa,US,OK,USKW2,KW2,Konawa,3458N 09645W,34.9595,-96.7528,America/Chicago,2017-03-09
Konolfingen,CH,BE,CHKON,KON,Konolfingen,4653N 00737E,46.8791,7.6201,Europe/Zurich,2013-02-28
Kootenai,US,ID,USKO2,KO2,Kootenai,4819N 11631W,48.3102,-116.5135,America/Los_Angeles,2017-03-09
Koppel,US,PA,USKPP,KPP,Koppel,4050N 08019W,40.8342,-80.3223,America/New_York,2017-05-23
