name,country_code,unlocode,location,asciiname,coordinates,latitude,longitude,timezone,modification date
Chiconcuac,MX,MXZMC,ZMC,Chiconcuac,1933N 09854W,19.55939,-98.89884,America/Mexico_City,2018-11-03
Chicopee,US,USCCE,CCE,Chicopee,,42.1487,-72.60786999999999,America/New_York,2017-05-23
Chidambaram,IN,INCDM,CDM,Chidambaram,1124N 07942E,11.39933,79.69144,Asia/Kolkata,2017-09-05
Chieri,IT,ITCIE,CIE,Chieri,4501N 00749E,45.01054,7.821330000000001,Europe/Rome,2014-04-13
Chieti,IT,ITCII,CII,Chieti,,42.34827,14.16494,Europe/Rome,2015-08-12
Chifeng,CN,CNCFS,CFS,Chifeng,,42.26833,118.96361,Asia/Shanghai,2013-04-12
Chiffa,DZ,DZCHF,CHF,Chiffa,3627N 00244E,36.46293,2.73873,Africa/Algiers,2012-01-19
Chigasaki,JP,JPCHG,CHG,Chigasaki,3519N 13924E,35.33638,139.40434,Asia/Tokyo,2019-02-28
Chigorodó,CO,COIGO,IGO,Chigorodo,0741N 07641W,7.66638,-76.68106,America/Bogota,2018-06-08
Chiguayante,CL,CLCHI,CHI,Chiguayante,3655S 07301W,-36.9256,-73.02841,America/Santiago,2013-01-11
Chihuahua,MX,MXCUU,CUU,Chihuahua,,28.635279999999998,-106.08888999999999,America/Chihuahua,2014-10-17
Chilecito,AR,ARCHO,CHO,Chilecito,2910S 06730W,-29.16195,-67.4974,America/Argentina/La_Rioja,2015-04-22
Chilibre,PA,PACHB,CHB,Chilibre,0910N 07937W,9.15093,-79.62098,America/Panama,2015-04-08
Chilibre,PA,PACHI,CHI,Chilibre,0909N 07937W,9.15093,-79.62098,America/Panama,2015-04-08
Chillicothe,US,USC3L,C3L,Chillicothe,3415N 09930W,39.33312,-82.9824,America/New_York,2017-05-23
Chillicothe,US,USCH2,CH2,Chillicothe,4055N 08929W,39.33312,-82.9824,America/New_York,2017-05-23
Chillicothe,US,USUFC,UFC,Chillicothe,,39.33312,-82.9824,America/New_York,2017-05-23
Chilliwack,CA,CACWK,CWK,Chilliwack,,49.16638,-121.95257,America/Vancouver,2019-02-26
Chilly-Mazarin,FR,FRCYM,CYM,Chilly-Mazarin,4842N 00218E,48.714890000000004,2.31638,Europe/Paris,2016-02-18
Chillán,CL,CLYAI,YAI,Chillan,3636S 07206W,-36.606640000000006,-72.10344,America/Santiago,2018-11-28
Chilpancingo,MX,MXCHI,CHI,Chilpancingo,1733N 09930W,17.5506,-99.50578,America/Mexico_City,2018-11-03
Chimaltenango,GT,GTCHI,CHI,Chimaltenango,,14.66111,-90.81944,America/Guatemala,2012-12-05
Chimbarongo,CL,CLCBG,CBG,Chimbarongo,3442S 07103W,-34.71247,-71.0434,America/Santiago,2013-01-11
Chimbas,AR,ARCBS,CBS,Chimbas,3129S 06832W,-31.48333,-68.53333,America/Argentina/San_Juan,2015-04-22
Chimbote,PE,PECHM,CHM,Chimbote,,-9.085280000000001,-78.57833000000001,America/Lima,2017-02-05
Chimichagua,CO,COCHG,CHG,Chimichagua,0915N 07349W,9.25778,-73.81228,America/Bogota,2018-07-04
Chimoio,MZ,MZVPY,VPY,Chimoio,,-19.11639,33.48333,Africa/Maputo,2012-01-19
Chinandega,NI,NICHI,CHI,Chinandega,,12.62937,-87.13105,America/Managua,2012-01-14
Chinautla,GT,GTCHT,CHT,Chinautla,1442N 09029W,14.70289,-90.49983,America/Guatemala,2019-04-10
Chincha Alta,PE,PECAA,CAA,Chincha Alta,1327S 07608W,-13.40985,-76.13235,America/Lima,2012-07-19
Chinde,MZ,MZINE,INE,Chinde,,-18.58111,36.45861,Africa/Maputo,2018-11-24
Chingola,ZM,ZMCGJ,CGJ,Chingola,,-12.52897,27.88382,Africa/Lusaka,2016-10-16
Chinhoyi,ZW,ZWZ45,Z45,Chinhoyi,1722S 03012E,-17.366670000000003,30.2,Africa/Harare,2018-10-04
Chino,JP,JPCNO,CNO,Chino,3559N 13809E,35.9944,138.15428,Asia/Tokyo,2017-07-22
Chinú,CO,COCHU,CHU,Chinu,0906N 07523W,9.10569,-75.39811999999999,America/Bogota,2018-07-04
Chioggia,IT,ITCHI,CHI,Chioggia,4514N 01217E,45.21857,12.27774,Europe/Rome,2014-01-11
Chipata,ZM,ZMCIP,CIP,Chipata,,-13.633329999999999,32.65,Africa/Lusaka,2015-06-03
Chipinge,ZW,ZWCHJ,CHJ,Chipinge,,-20.18833,32.62365,Africa/Harare,2015-04-24
Chipiona,ES,ESCHP,CHP,Chipiona,3645N 00626W,36.73663,-6.43703,Europe/Madrid,2012-03-04
Chippenham,GB,GBCPN,CPN,Chippenham,,51.46,-2.12472,Europe/London,2017-06-12
Chipping Sodbury,GB,GBCSO,CSO,Chipping Sodbury,5132N 00223W,51.538129999999995,-2.39379,Europe/London,2011-03-03
Chiquimula,GT,GTCIQ,CIQ,Chiquimula,,14.8,-89.54583000000001,America/Guatemala,2018-04-23
Chiquinquirá,CO,COCHQ,CHQ,Chiquinquira,0537N 07349W,5.61637,-73.81748,America/Bogota,2018-06-08
Chiredzi,ZW,ZWCHI,CHI,Chiredzi,2103S 03140E,-21.05,31.66667,Africa/Harare,2013-05-08
Chiriguaná,CO,COCHN,CHN,Chiriguana,0922N 07335W,9.36238,-73.60313000000001,America/Bogota,2018-07-04
Chirpan,BG,BGCPW,CPW,Chirpan,,42.2,25.33333,Europe/Sofia,2018-03-22
Chishtian,PK,PKCSI,CSI,Chishtian,,29.79713,72.85772,Asia/Karachi,2019-12-06
Chislehurst,GB,GBCSL,CSL,Chislehurst,5124N 00040E,51.41709,0.06858,Europe/London,2012-06-01
Chita,RU,RUCTA,CTA,Chita,5543N 04954E,52.03171,113.50086999999999,Asia/Chita,2017-06-22
Chita,RU,RUHTA,HTA,Chita,,52.03171,113.50086999999999,Asia/Chita,2017-06-22
Chitose,JP,JPCKK,CKK,Chitose,4249N 14139E,42.81944,141.65222,Asia/Tokyo,2017-07-22
Chitungwiza,ZW,ZWCGW,CGW,Chitungwiza,1800S 03103E,-18.01274,31.07555,Africa/Harare,2019-09-05
Chivacoa,VE,VECHC,CHC,Chivacoa,1009N 06853W,10.159510000000001,-68.89453,America/Caracas,2018-08-08
Chivasso,IT,ITCIV,CIV,Chivasso,4511N 00753E,45.19093,7.889810000000001,Europe/Rome,2015-08-03
Chivilcoy,AR,ARCVY,CVY,Chivilcoy,3454S 06002W,-34.89566,-60.01667,America/Argentina/Buenos_Aires,2015-04-22
Chlef,DZ,DZCLF,CLF,Chlef,3609N 00120E,36.16525,1.3345200000000002,Africa/Algiers,2019-03-09
Choisy-le-Roi,FR,FRCHO,CHO,Choisy-le-Roi,4846N 00225E,48.76846,2.41874,Europe/Paris,2019-03-26
Chojnice,PL,PLCHE,CHE,Chojnice,5341N 01733E,53.69554,17.557010000000002,Europe/Warsaw,2019-01-29
Chokwé,MZ,MZCHO,CHO,Chokwe,2432S 03259E,-24.53333,32.98333,Africa/Maputo,2017-04-25
Cholet,FR,FRCET,CET,Cholet,4704N 00053W,47.05905,-0.8795299999999999,Europe/Paris,2019-04-10
Choloma,HN,HNCHO,CHO,Choloma,,15.61444,-87.95302,America/Tegucigalpa,2007-02-18
Cholula,MX,MXCHA,CHA,Cholula,1903N 09818W,19.06406,-98.30351999999999,America/Mexico_City,2018-11-03
Choma,ZM,ZMCHO,CHO,Choma,,-16.808889999999998,26.9875,Africa/Lusaka,2017-05-07
Chomutov,CZ,CZCHM,CHM,Chomutov,,50.46048,13.41779,Europe/Prague,2019-03-19
Chon Buri,TH,THCHB,CHB,Chon Buri,,13.3622,100.98345,Asia/Bangkok,2015-07-13
Chone,EC,ECEQC,EQC,Chone,0041S 08006W,-0.69819,-80.09361,America/Guayaquil,2017-02-07
Chongjin,KP,KPCHO,CHO,Chongjin,,41.795559999999995,129.77583,Asia/Pyongyang,2013-05-22
Chongqing,CN,CNCQI,CQI,Chongqing,2935N 10633E,29.56278,106.55278,Asia/Shanghai,2019-09-19
Chorley,GB,GBCHR,CHR,Chorley,,53.65,-2.61667,Europe/London,2012-08-10
Choszczno,PL,PLCHS,CHS,Choszczno,5310N 01525E,53.16905,15.420539999999999,Europe/Warsaw,2019-09-05
Christchurch,GB,GBCCH,CCH,Christchurch,5044N 00145W,50.73583,-1.78129,Europe/London,2020-06-28
Christchurch,GB,GBCTU,CTU,Christchurch,5233N 00012E,50.73583,-1.78129,Europe/London,2020-06-28
Christchurch,NZ,NZCHC,CHC,Christchurch,4332S 17238E,-43.53333,172.63333,Pacific/Auckland,2019-09-05
Christiana,ZA,ZACHR,CHR,Christiana,2755S 02510E,-27.91402,25.16111,Africa/Johannesburg,2012-07-12
Chrudim,CZ,CZCHR,CHR,Chrudim,,49.95109,15.79558,Europe/Prague,2019-09-05
Chudovo,RU,RUCHD,CHD,Chudovo,5907N 03140E,59.11666999999999,31.683329999999998,Europe/Moscow,2013-11-10
Chuhuyiv,UA,UACGV,CGV,Chuhuyiv,4950N 03641E,49.835879999999996,36.68803,Europe/Kiev,2016-09-22
Chumphon,TH,THCPH,CPH,Chumphon,1030N 09910E,10.4957,99.17971,Asia/Bangkok,2012-04-05
Chuncheon,KR,KRCHC,CHC,Chuncheon,3752N 12745E,37.87472,127.73416999999999,Asia/Seoul,2015-03-08
Chunskiy,RU,RUCSK,CSK,Chunskiy,5605N 09939E,56.0815,99.6342,Asia/Irkutsk,2012-01-17
Chusovoy,RU,RUCHY,CHY,Chusovoy,5817N 05749E,58.3013,57.8131,Asia/Yekaterinburg,2019-09-05
Chuzhou,CN,CNCHZ,CHZ,Chuzhou,3219N 11817E,32.321940000000005,118.29778,Asia/Shanghai,2012-01-18
Châlons-en-Champagne,FR,FRCSM,CSM,Chalons-en-Champagne,4857N 00422E,48.95393,4.36724,Europe/Paris,2019-09-05
Château-Thierry,FR,FRCTH,CTH,Chateau-Thierry,4903N 00324E,49.04636,3.4030400000000003,Europe/Paris,2019-04-10
Châteaudun,FR,FRCTD,CTD,Chateaudun,4804N 00120E,48.070859999999996,1.3378299999999999,Europe/Paris,2019-04-10
Châteauguay,CA,CACGY,CGY,Chateauguay,4522N 07345W,45.383379999999995,-73.74919,America/Toronto,2019-02-26
Châteauroux,FR,FRCHH,CHH,Chateauroux,4436N 00631E,46.81248,1.6936200000000001,Europe/Paris,2019-09-05
Châteauroux,FR,FRCHR,CHR,Chateauroux,4649N 00141E,46.81248,1.6936200000000001,Europe/Paris,2019-09-05
Châtelet,BE,BECHA,CHA,Chatelet,5024N 00431E,50.40338,4.5282599999999995,Europe/Brussels,2011-07-21
Châtelineau,BE,BECTL,CTL,Chatelineau,5025N 00431E,50.41499,4.52016,Europe/Brussels,2020-05-25
Châtellerault,FR,FRCHL,CHL,Chatellerault,4648N 00032E,46.81705,0.54518,Europe/Paris,2019-09-04
Châtenay-Malabry,FR,FRCHK,CHK,Chatenay-Malabry,4846N 00216E,48.76507,2.26655,Europe/Paris,2016-02-18
Châtillon,FR,FRCIL,CIL,Chatillon,4848N 00218E,48.8024,2.29346,Europe/Paris,2016-02-18
Châtillon,FR,FRCIN,CIN,Chatillon,4628N 00307E,48.8024,2.29346,Europe/Paris,2016-02-18
Châtillon,FR,FRCIR,CIR,Chatillon,4552N 00436E,48.8024,2.29346,Europe/Paris,2016-02-18
Châtillon,FR,FRCTJ,CTJ,Chatillon,4639N 00543E,48.8024,2.29346,Europe/Paris,2016-02-18
Châtillon,FR,FRCTV,CTV,Chatillon,4619N 00011E,48.8024,2.29346,Europe/Paris,2016-02-18
Ciamis,ID,ID5CI,5CI,Ciamis,0720S 10821E,-7.3257,108.3534,Asia/Jakarta,2012-01-17
Ciampino,IT,ITAMC,AMC,Ciampino,4148N 01236E,41.80064,12.60158,Europe/Rome,2015-07-15
Cianorte,BR,BRCNO,CNO,Cianorte,2339S 05236W,-23.66333,-52.605,America/Sao_Paulo,2019-12-05
Cibinong,ID,IDCIB,CIB,Cibinong,0623S 10641E,-6.481669999999999,106.85417,Asia/Jakarta,2018-04-24
Cicero,US,USC9O,C9O,Cicero,4007N 08600W,41.84559,-87.75394,America/Chicago,2017-05-23
Cicero,US,USCCC,CCC,Cicero,4311N 07608W,41.84559,-87.75394,America/Chicago,2017-05-23
Ciechanów,PL,PLCIE,CIE,Ciechanow,5253N 02037E,52.881409999999995,20.61996,Europe/Warsaw,2017-09-04
Ciempozuelos,ES,ESCPZ,CPZ,Ciempozuelos,4010N 00337W,40.15913,-3.62103,Europe/Madrid,2012-03-04
Cienfuegos,CU,CUCFG,CFG,Cienfuegos,,22.14957,-80.44662,America/Havana,2019-09-05
Cieszyn,PL,PLCZY,CZY,Cieszyn,4946N 01836E,49.751329999999996,18.63213,Europe/Warsaw,2019-09-05
Cieza,ES,ESCZA,CZA,Cieza,,38.239979999999996,-1.41987,Europe/Madrid,2012-03-04
Cihuatlán,MX,MXCHU,CHU,Cihuatlan,1915N 10434W,19.2366,-104.56512,America/Mexico_City,2018-11-03
Cikampek,ID,IDCIK,CIK,Cikampek,0624S 10727E,-6.41972,107.45583,Asia/Jakarta,2018-04-24
Cikarang,ID,IDCKR,CKR,Cikarang,0615S 10709E,-6.2611099999999995,107.15278,Asia/Jakarta,2018-04-24
Cikupa,ID,IDCIP,CIP,Cikupa,0613S 10631E,-6.23639,106.50833,Asia/Jakarta,2018-12-06
Cimahi,ID,IDCMI,CMI,Cimahi,0652S 10732E,-6.8722199999999996,107.5425,Asia/Jakarta,2012-01-17
Cincinnati,US,USCI2,CI2,Cincinnati,,39.127109999999995,-84.51439,America/New_York,2019-09-05
Cinco Saltos,AR,ARCST,CST,Cinco Saltos,3849S 06804W,-38.82225,-68.06293000000001,America/Argentina/Salta,2015-12-09
Cinisello Balsamo,IT,ITCIB,CIB,Cinisello Balsamo,4533N 00913E,45.55823,9.21495,Europe/Rome,2018-03-16
Ciputat,ID,IDCTT,CTT,Ciputat,,-6.2375,106.69556000000001,Asia/Jakarta,2012-01-17
Cirencester,GB,GBCIR,CIR,Cirencester,,51.71927,-1.97145,Europe/London,2018-07-03
Ciriè,IT,ITCIR,CIR,Cirie,4514N 00736E,45.23486,7.60125,Europe/Rome,2015-07-21
Cisterna di Latina,IT,ITCIS,CIS,Cisterna di Latina,,41.5908,12.82808,Europe/Rome,2014-01-16
Citeureup,ID,IDCIC,CIC,Citeureup,0658S 10737E,-6.4855599999999995,106.88193999999999,Asia/Jakarta,2012-01-17
Città di Castello,IT,ITCDC,CDC,Citta di Castello,4327N 01214E,43.465559999999996,12.2375,Europe/Rome,2014-04-13
City of Westminster,GB,GBWCI,WCI,City of Westminster,5130N 00008W,51.4975,-0.1357,Europe/London,2019-05-09
Ciudad Altamirano,MX,MXCIA,CIA,Ciudad Altamirano,1821N 10039W,18.3582,-100.66965,America/Mexico_City,2018-11-03
Ciudad Bolívar,VE,VECBL,CBL,Ciudad Bolivar,0807N 06333W,8.12923,-63.540859999999995,America/Caracas,2020-06-10
Ciudad Constitución,MX,MXCUA,CUA,Ciudad Constitucion,2502N 11140W,25.0321,-111.66256000000001,America/Mazatlan,2018-11-03
Ciudad Guayana,VE,VECGU,CGU,Ciudad Guayana,,8.35122,-62.64102,America/Caracas,2016-03-23
Ciudad Guzmán,MX,MXGUZ,GUZ,Ciudad Guzman,1942N 10327W,19.70466,-103.4617,America/Mexico_City,2018-11-03
Ciudad Hidalgo,MX,MXHID,HID,Ciudad Hidalgo,1441N 09209W,19.6927,-100.55445,America/Mexico_City,2018-11-03
Ciudad Hidalgo,MX,MXZMF,ZMF,Ciudad Hidalgo,1941N 10034W,19.6927,-100.55445,America/Mexico_City,2018-11-03
Ciudad Juárez,MX,MXCJS,CJS,Ciudad Juarez,3144N 10629W,31.720240000000004,-106.46083999999999,America/Ojinaga,2020-06-18
Ciudad Lerdo,MX,MXLED,LED,Ciudad Lerdo,2532N 10332W,25.53718,-103.52456,America/Monterrey,2018-11-03
Ciudad Madero,MX,MXCDD,CDD,Ciudad Madero,2216N 09750W,22.27228,-97.83623,America/Monterrey,2018-11-03
Ciudad Mante,MX,MXMMC,MMC,Ciudad Mante,2244N 09857W,22.74304,-98.9739,America/Monterrey,2018-11-03
Ciudad Real,ES,ESCIR,CIR,Ciudad Real,3859N 00356W,38.986259999999994,-3.92907,Europe/Madrid,2019-09-05
Ciudad Río Bravo,MX,MXRBV,RBV,Ciudad Rio Bravo,2558N 09805W,25.987289999999998,-98.09414,America/Monterrey,2020-06-10
Ciudad Sandino,NI,NISDC,SDC,Ciudad Sandino,1209N 08620W,12.15889,-86.34416999999999,America/Managua,2018-10-13
Ciudad Valles,MX,MXCDV,CDV,Ciudad Valles,2159N 09901W,21.99631,-99.01093,America/Mexico_City,2018-11-03
Ciudad Victoria,MX,MXCVM,CVM,Ciudad Victoria,2344N 09908W,23.74174,-99.14599,America/Monterrey,2018-11-03
Ciudad Vieja,GT,GTCDV,CDV,Ciudad Vieja,1431N 09045W,14.52396,-90.76308,America/Guatemala,2019-05-08
Ciudad del Carmen,MX,MXCME,CME,Ciudad del Carmen,1838N 09150W,18.64592,-91.82991,America/Merida,2018-11-03
Ciudad del Este,PY,PYAGT,AGT,Ciudad del Este,,-25.50972,-54.61111,America/Asuncion,2018-04-09
Civitanova Marche,IT,ITIOA,IOA,Civitanova Marche,4318N 01344E,43.30491,13.720679999999998,Europe/Rome,2017-10-30
Civitavecchia,IT,ITCVV,CVV,Civitavecchia,4206N 01148E,42.09325,11.79674,Europe/Rome,2020-01-16
Cizre,TR,TRCZE,CZE,Cizre,3719N 04211E,37.33024,42.18484,Europe/Istanbul,2013-08-05
Ciénaga de Oro,CO,COCDO,CDO,Cienaga de Oro,0852N 07537W,8.87443,-75.62028000000001,America/Bogota,2018-07-04
Ciénega de Flores,MX,MXCGF,CGF,Cienega de Flores,2557N 10011W,25.95467,-100.16695,America/Monterrey,2018-11-03
Clacton-on-Sea,GB,GBCLS,CLS,Clacton-on-Sea,5148N 00109E,51.78967,1.1559700000000002,Europe/London,2017-06-12
Clamart,FR,FRCLA,CLA,Clamart,4848N 00216E,48.80299,2.2669200000000003,Europe/Paris,2016-02-18
Claremont,US,US9CL,9CL,Claremont,3843N 08758W,34.09668,-117.71978,America/Los_Angeles,2017-03-09
Claremont,US,USC2M,C2M,Claremont,4424N 09259W,34.09668,-117.71978,America/Los_Angeles,2017-03-09
Claremont,US,USCEO,CEO,Claremont,,34.09668,-117.71978,America/Los_Angeles,2017-03-09
Claremont,US,USCNH,CNH,Claremont,,34.09668,-117.71978,America/Los_Angeles,2017-03-09
Claremont,US,USCO3,CO3,Claremont,3716N 07658W,34.09668,-117.71978,America/Los_Angeles,2017-03-09
Clarksburg,US,US5CB,5CB,Clarksburg,3825N 12131W,39.28065,-80.34453,America/New_York,2017-03-09
Clarksburg,US,USC9L,C9L,Clarksburg,3914N 07716W,39.28065,-80.34453,America/New_York,2017-03-09
Clarksburg,US,USCG4,CG4,Clarksburg,4050N 07459W,39.28065,-80.34453,America/New_York,2017-03-09
Clarksburg,US,USCLX,CLX,Clarksburg,,39.28065,-80.34453,America/New_York,2017-03-09
Clarksville,US,USC2K,C2K,Clarksville,3924N 08358W,38.29674,-85.75995999999999,America/Kentucky/Louisville,2017-05-23
Clarksville,US,USCK6,CK6,Clarksville,3958N 08002W,38.29674,-85.75995999999999,America/Kentucky/Louisville,2017-05-23
Clarksville,US,USCLV,CLV,Clarksville,,38.29674,-85.75995999999999,America/Kentucky/Louisville,2017-05-23
Clarksville,US,USCVY,CVY,Clarksville,,38.29674,-85.75995999999999,America/Kentucky/Louisville,2017-05-23
Clarksville,US,USKIV,KIV,Clarksville,4250N 08514W,38.29674,-85.75995999999999,America/Kentucky/Louisville,2017-05-23
Clarksville,US,USKVI,KVI,Clarksville,3912N 07656W,38.29674,-85.75995999999999,America/Kentucky/Louisville,2017-05-23
Clarksville,US,USUA2,UA2,Clarksville,3922N 09054W,38.29674,-85.75995999999999,America/Kentucky/Louisville,2017-05-23
Clarksville,US,USXEO,XEO,Clarksville,,38.29674,-85.75995999999999,America/Kentucky/Louisville,2017-05-23
Clayton,AU,AUCAY,CAY,Clayton,2456S 15222E,-37.91667,145.11667,Australia/Melbourne,2019-07-18
Clayton,US,USCYT,CYT,Clayton,,38.64255,-90.32373,America/Chicago,2019-09-19
Clayton,US,USCAO,CAO,Clayton,,38.64255,-90.32373,America/Chicago,2019-09-19
Clayton,US,USCJX,CJX,Clayton,3756N 12156W,38.64255,-90.32373,America/Chicago,2019-09-19
Clayton,US,USCKY,CKY,Clayton,,38.64255,-90.32373,America/Chicago,2019-09-19
Clayton,US,USCKZ,CKZ,Clayton,3941N 08631W,38.64255,-90.32373,America/Chicago,2019-09-19
Clayton,US,USCLY,CLY,Clayton,,38.64255,-90.32373,America/Chicago,2019-09-19
Clayton,US,USCN3,CN3,Clayton,3452N 08324W,38.64255,-90.32373,America/Chicago,2019-09-19
Clayton,US,USCQY,CQY,Clayton,,38.64255,-90.32373,America/Chicago,2019-09-19
Clayton,US,USCXQ,CXQ,Clayton,3250N 08637W,38.64255,-90.32373,America/Chicago,2019-09-19
Clayton,US,USCYN,CYN,Clayton,,38.64255,-90.32373,America/Chicago,2019-09-19
Clayton,US,USYTN,YTN,Clayton,4151N 08414W,38.64255,-90.32373,America/Chicago,2019-09-19
Clayton,US,USYTQ,YTQ,Clayton,4415N 11424W,38.64255,-90.32373,America/Chicago,2019-09-19
Clearfield,US,USU7Y,U7Y,Clearfield,4048N 09428W,41.11078,-112.02605,America/Denver,2017-03-09
Clearfield,US,USZCL,ZCL,Clearfield,4101N 07826W,41.11078,-112.02605,America/Denver,2017-03-09
Clearlake,US,USCLC,CLC,Clearlake,3305N 09630W,38.95823,-122.62637,America/Los_Angeles,2017-03-09
Clearwater,US,USAWT,AWT,Clearwater,4601N 11553W,27.96585,-82.8001,America/New_York,2017-03-09
Clearwater,US,USCWR,CWR,Clearwater,,27.96585,-82.8001,America/New_York,2017-03-09
Clearwater,US,USEWG,EWG,Clearwater,4525N 09403W,27.96585,-82.8001,America/New_York,2017-03-09
Clearwater,US,USJWA,JWA,Clearwater,3730N 09730W,27.96585,-82.8001,America/New_York,2017-03-09
Cleckheaton,GB,GBCCK,CCK,Cleckheaton,5343N 00143W,53.72405,-1.7129400000000001,Europe/London,2011-03-03
Cleethorpes,GB,GBCTH,CTH,Cleethorpes,5333N 00020W,53.560469999999995,-0.03225,Europe/London,2015-06-02
Clermont,US,USCLO,CLO,Clermont,,28.54944,-81.77285,America/New_York,2017-03-09
Clermont,US,USCM7,CM7,Clermont,3948N 08619W,28.54944,-81.77285,America/New_York,2017-03-09
Clermont,US,USCXN,CXN,Clermont,,28.54944,-81.77285,America/New_York,2017-03-09
Clermont,US,USERN,ERN,Clermont,4300N 09139W,28.54944,-81.77285,America/New_York,2017-03-09
Clermont,US,USJC5,JC5,Clermont,3959N 07446W,28.54944,-81.77285,America/New_York,2017-03-09
Clermont,US,USLMN,LMN,Clermont,3428N 08346W,28.54944,-81.77285,America/New_York,2017-03-09
Clermont-Ferrand,FR,FRCFE,CFE,Clermont-Ferrand,4546N 00305E,45.77969,3.08682,Europe/Paris,2019-09-05
Clevedon,GB,GBQZL,QZL,Clevedon,5126N 00250W,51.44227,-2.85786,Europe/London,2017-06-12
Cleveland,US,US3CV,3CV,Cleveland,4314N 07553W,35.15952,-84.87661,America/New_York,2017-03-09
Cleveland,US,USCAV,CAV,Cleveland,,35.15952,-84.87661,America/New_York,2017-03-09
Cleveland,US,USCE5,CE5,Cleveland,3359N 08634W,35.15952,-84.87661,America/New_York,2017-03-09
Cleveland,US,USCL5,CL5,Cleveland,4130N 09019W,35.15952,-84.87661,America/New_York,2017-03-09
Cleveland,US,USCQV,CQV,Cleveland,,35.15952,-84.87661,America/New_York,2017-03-09
Cleveland,US,USCVD,CVD,Cleveland,,35.15952,-84.87661,America/New_York,2017-03-09
Cleveland,US,USCVT,CVT,Cleveland,,35.15952,-84.87661,America/New_York,2017-03-09
Cleveland,US,USCVW,CVW,Cleveland,,35.15952,-84.87661,America/New_York,2017-03-09
Cleveland,US,USCWX,CWX,Cleveland,3841N 09436W,35.15952,-84.87661,America/New_York,2017-03-09
Cleveland,US,USQVD,QVD,Cleveland,3656N 08209W,35.15952,-84.87661,America/New_York,2017-03-09
Cleveland,US,USVND,VND,Cleveland,3619N 09628W,35.15952,-84.87661,America/New_York,2017-03-09
Cleveland,US,USVZD,VZD,Cleveland,3921N 11051W,35.15952,-84.87661,America/New_York,2017-03-09
Clichy,FR,FRCCH,CCH,Clichy,4854N 00218E,48.90018,2.30952,Europe/Paris,2016-02-18
Clichy-sous-Bois,FR,FRYBS,YBS,Clichy-sous-Bois,4855N 00233E,48.9102,2.55323,Europe/Paris,2016-02-18
Clifton,US,USCF4,CF4,Clifton,3702N 08151W,40.85843,-74.16376,America/New_York,2017-05-23
Clifton,US,USCFT,CFT,Clifton,,40.85843,-74.16376,America/New_York,2017-05-23
Clifton,US,USCFX,CFX,Clifton,,40.85843,-74.16376,America/New_York,2017-05-23
Clifton,US,USIFQ,IFQ,Clifton,3458N 08149W,40.85843,-74.16376,America/New_York,2017-05-23
Clifton,US,USIFT,IFT,Clifton,3523N 08759W,40.85843,-74.16376,America/New_York,2017-05-23
Clifton,US,USTCF,TCF,Clifton,4113N 07533W,40.85843,-74.16376,America/New_York,2017-05-23
Clifton,US,USUCF,UCF,Clifton,4006N 11349W,40.85843,-74.16376,America/New_York,2017-05-23
Clinton,US,US7CN,7CN,Clinton,3254N 08759W,38.76511,-76.89831,America/New_York,2011-05-14
Clinton,US,USC4N,C4N,Clinton,3051N 09100W,38.76511,-76.89831,America/New_York,2011-05-14
Clinton,US,USCBT,CBT,Clinton,3822N 09347W,38.76511,-76.89831,America/New_York,2011-05-14
Clinton,US,USCCN,CCN,Clinton,,38.76511,-76.89831,America/New_York,2011-05-14
Clinton,US,USCI9,CI9,Clinton,4710N 12231W,38.76511,-76.89831,America/New_York,2011-05-14
Clinton,US,USCIX,CIX,Clinton,,38.76511,-76.89831,America/New_York,2011-05-14
Clinton,US,USCLB,CLB,Clinton,,38.76511,-76.89831,America/New_York,2011-05-14
Clinton,US,USCLN,CLN,Clinton,,38.76511,-76.89831,America/New_York,2011-05-14
Clinton,US,USCNC,CNC,Clinton,,38.76511,-76.89831,America/New_York,2011-05-14
Clinton,US,USCNG,CNG,Clinton,,38.76511,-76.89831,America/New_York,2011-05-14
Clinton,US,USCQ3,CQ3,Clinton,4003N 07928W,38.76511,-76.89831,America/New_York,2011-05-14
Clinton,US,USCQT,CQT,Clinton,,38.76511,-76.89831,America/New_York,2011-05-14
Clinton,US,USCSM,CSM,Clinton,3530N 09858W,38.76511,-76.89831,America/New_York,2011-05-14
Clinton,US,USCT3,CT3,Clinton,4528N 09626W,38.76511,-76.89831,America/New_York,2011-05-14
Clinton,US,USCT9,CT9,Clinton,4055N 08137W,38.76511,-76.89831,America/New_York,2011-05-14
Clinton,US,USCTZ,CTZ,Clinton,3459N 07819W,38.76511,-76.89831,America/New_York,2011-05-14
Clinton,US,USCWZ,CWZ,Clinton,4233N 08852W,38.76511,-76.89831,America/New_York,2011-05-14
Clinton,US,USICC,ICC,Clinton,4009N 08859W,38.76511,-76.89831,America/New_York,2011-05-14
Clinton,US,USIKT,IKT,Clinton,4302N 07522W,38.76511,-76.89831,America/New_York,2011-05-14
Clinton,US,USQLA,QLA,Clinton,3535N 09227W,38.76511,-76.89831,America/New_York,2011-05-14
Clinton,US,USQXZ,QXZ,Clinton,4438N 06930W,38.76511,-76.89831,America/New_York,2011-05-14
Clinton Township,US,USCQJ,CQJ,Clinton Township,,42.58698,-82.91991999999999,America/Detroit,2017-04-24
